recipe_url,recipe_name,ing_amt,ing_uom,ing_name,ing_org,ing_stemmed,ing_amt_metric,ing_uom_metric
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,2.0,teaspoon,salt,2 teaspoons salt,"['teaspoon', 'salt']",9.857843,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.5,teaspoon,garlic powder,1.5 teaspoons garlic powder,"['teaspoon', 'garlic', 'powder']",7.39338225,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.0,teaspoon,onion powder,1 teaspoon onion powder,"['teaspoon', 'onion', 'powder']",4.9289215,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.0,teaspoon,chili powder,1 teaspoon chili powder,"['teaspoon', 'chili', 'powder']",4.9289215,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.0,teaspoon,paprika,1 teaspoon paprika,"['teaspoon', 'paprika']",4.9289215,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.0,teaspoon,black pepper,1 teaspoon ground black pepper,"['teaspoon', 'ground', 'black', 'pepper']",4.9289215,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,4.0,pound,chicken,"1 (3 pound) broiler-fryer chicken, cut into pieces","['3', 'pound', 'broilerfryer', 'chicken', 'cut', 'piece']",1814.36932,g
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,0.5,cup,milk,0.5 cup milk,"['cup', 'milk']",118.29412,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,1.0,piece,egg,1 egg,['egg'],1.0,pc
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,2.0,tablespoon,honey,2 tablespoons honey,"['tablespoon', 'honey']",29.57353,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,2.0,tablespoon,lemon,2 tablespoons fresh lemon juice,"['tablespoon', 'fresh', 'lemon', 'juice']",29.57353,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,0.5,teaspoon,garlic powder,0.5 teaspoon garlic powder,"['teaspoon', 'garlic', 'powder']",2.46446075,mL
https://www.allrecipes.com/recipe/261544/juicy-honey-fried-chicken/,Juicy Honey Fried Chicken,,,vegetable oil,peanut oil for frying,"['oil', 'frying']",997.0504317857143,mL
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,0.66666668653488,cup,flour,0.66666668653488 cup all-purpose flour,"['cup', 'allpurpose', 'flour']",157.72549803391897,mL
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,2.0,teaspoon,garlic powder,2 teaspoons garlic powder,"['teaspoon', 'garlic', 'powder']",9.857843,mL
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,,,salt,salt and pepper to taste,"['pepper', 'taste']",13.467483612371135,g
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,4.0,pound,chicken,"1 (4 pound) chicken, cut into pieces","['4', 'pound', 'chicken', 'cut', 'piece']",1814.36932,g
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,1.0,quart,vegetable oil,"1 quart vegetable oil for frying, or as needed","['quart', 'vegetable', 'oil', 'frying', 'needed']",946.35295,mL
https://www.allrecipes.com/recipe/8785/moms-old-fashioned-fried-chicken/,Mom&#39;s Old-Fashioned Fried Chicken,1.0,cup,sherry,1 cup sherry,"['cup', 'sherry']",236.58824,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,4.0,pound,chicken,"1 (3 pound) frying chicken, cut up","['3', 'pound', 'frying', 'chicken', 'cut']",1814.36932,g
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,2.0,cup,buttermilk,2 cups buttermilk,"['cup', 'buttermilk']",473.17648,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,1.0,teaspoon,garlic powder,1 teaspoon garlic powder,"['teaspoon', 'garlic', 'powder']",4.9289215,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,1.0,teaspoon,onion powder,1 teaspoon onion powder,"['teaspoon', 'onion', 'powder']",4.9289215,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,1.0,teaspoon,poultry seasoning,1 teaspoon poultry seasoning,"['teaspoon', 'poultry', 'seasoning']",4.9289215,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,1.0,teaspoon,celery seed,1 teaspoon celery seeds,"['teaspoon', 'celery', 'seed']",4.9289215,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,,,vegetable oil,Vegetable oil for deep-frying,"['oil', 'deepfrying']",997.0504317857143,mL
https://www.allrecipes.com/recipe/216975/buttermilk-fried-chicken/,Buttermilk Fried Chicken,2.0,cup,kikkoman tempura batter mix,2 cups Kikkoman Tempura Batter Mix,"['cup', 'kikkoman', 'tempura', 'batter', 'mix']",473.17648,mL
